job_id,job_title,company_name,location,job_description,experience_required,salary,detected_keywords,is_suspicious,suspicion_score,data_source,scraped_at,posted_date
e5d958365bf288ea0b34ee135cfbdf72,Business Development Associate,internz learn,"Bengaluru, Karnataka",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-06T14:16:01.652670,2025-11-06
5c53d7e7a4413976ba25ac8561f8f367,Trainee - Lead Generation,Nexdigm,"Gurugram, Haryana",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-06T14:16:01.774544,2025-11-06
c99aad34b7d91dfaf6b38337e635b511,Network Trainee,Mobile Programming India Pvt Ltd,"Navi Mumbai, Maharashtra",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:45.046364,2025-11-08
b646f3f045a03f1f352fcde3acc50f0a,Software Engineer Trainee / QA Trainee (On-site Internship – Infopark),VORTEXEN DYNAMICS INDUSTRIAL SOLUTIONS - SOLE...,"Kochi, Kerala",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:45.241830,2025-11-08
e52c9945a4f31fdeec4a81cd7c54b3da,Management Trainee,EROS Inc.,"Thane, Maharashtra",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:45.499172,2025-11-08
7b038b6bfd99b7244ed78e4ecda9d003,F26 CA Industrial Trainee,General Mills,"Hybrid work in Powai, Mumbai, Maharashtra",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:45.593068,2025-11-08
1dd7a0eef74f587d62767eb89739eb7e,Article Trainee | Delhi or Bangalore,Vikas Kochhar and Associates,"Bengaluru, Karnataka",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:45.682345,2025-11-08
b1633e305d96011fe96a63c869b409cc,Marketing Trainee,Mobile Programming India Pvt Ltd,"Gurugram, Haryana",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:45.886705,2025-11-08
0f3f865b552ee16ef0f3d169a291491f,Quality and Documentation Intern,Training and Educational Centre For Hearing...,"Sion, Mumbai, Maharashtra",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:46.061078,2025-11-08
e72ebe748614c12b0d2d311610970535,Support Executive (Female),Employment express verband LLP,"Noida Sector 62, Noida, Uttar Pradesh",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:46.144123,2025-11-08
ec4b6e3c721d9b72d3c65219b8c6d6d3,Associate Engineer Trainee,Dynepro Private Limited,"Tiruchchirappalli, Tamil Nadu",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:46.257357,2025-11-08
a02337c32acf4cb4ded86053b10b1c10,Intern,GFuture Tech pvt ltd,"Ahmedabad, Gujarat",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:46.340392,2025-11-08
2642eac20512aa323dbac55871a7d311,HR Intern _ HR Freshers,Symphony Tech Solutions,"Mumbai, Maharashtra",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:46.428498,2025-11-08
ecbb1141347122b708c542b5749254ce,Mechanical Engineer Trainee,TOOL TECH,"Coimbatore, Tamil Nadu",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:46.532887,2025-11-08
d74f580ed7484549f331ed595e9f6015,Digital Marketing Trainee,Intel Market Research,"Kharadi, Pune, Maharashtra",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:46.624358,2025-11-08
630afd9dc8aa59666b27874ee04d2688,PR Trainee,Web CRS Travel Technologies Pvt Ltd,"Ernakulam High Court, Kochi, Kerala",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-08T14:43:46.710476,2025-11-08
3a7b6ed45628dfd489061662cb7116ba,AI/ML Trainee,Mudunuru,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-08T14:43:59.546690,2025-11-08
6ab06e0042578851563c1b736db8074e,Management Trainee Recruiter,TalentQ Solutions,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-08T14:43:59.677964,2025-11-08
95a5c6c691136694afc9181a3dfe864f,WordPress Trainee,Maktal Technologies,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-08T14:47:17.442562,2025-11-08
9b7fa5f65ca2ddc8cc8890a1473d1c54,React JS Trainee ( Internship),Coderwing,"Indore, Madhya Pradesh",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-11T18:38:01.353285,2025-11-11
46852d39039c27c9fee28a08b86d3786,Flutter Developer Intern,Scale-UP Business,Remote,No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-11T18:38:01.497600,2025-11-11
7590304565a1934ecac73738c845cef9,Trainee Logistics Operations,Wheelson Logistics and Solutions Pvt Ltd,"Mogappair, Chennai, Tamil Nadu",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-11T18:38:01.948367,2025-11-11
b33db0b70afbdbe5e4afcfe840ef8a1c,Solar InstallationTechnician,SUNMICRO WORLD,"Hadapsar, Pune, Maharashtra",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-11T18:38:02.210720,2025-11-11
c5b1e3ab55e003efd56f0429118bca42,HR Intern,Coderwing,"Indore, Madhya Pradesh",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-11T18:38:02.439156,2025-11-11
92b2469594ef1b196a91ac9291dd6ce1,AI / ML Trainee,Uffizio India Software Consultants,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-11T18:38:14.632009,2025-11-11
914ceb7a81d04f301e18219d4fc0c735,Internship freshers,Fidelis Healthcare Pvt. Ltd.,"Faridabad, Haryana",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-11T18:40:14.024078,2025-11-11
347367a5ab6298296185978ef65fff4a,Trainee accountant for Noida Based CA Firm,"SKGN & Associates LLP, Chartered Accountnats","Noida Sector 62, Noida, Uttar Pradesh",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-11T18:41:54.340527,2025-11-11
1c941836457601ed03248b3f1ca82fbd,Email Marketing Intern / Trainee,Wytlabs BU of Digital Web Solutions,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-11T18:45:14.563945,2025-11-11
e689f04e57f1122736cba8c07d0098d2,SEO Intern/ Fresher,RW Infotech Private Limited,"Mohali, Punjab",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-12T13:25:57.940285,2025-11-12
efc5fb4a193d6c56465c585fcd2015d8,Intern - DEEE,Hitachi,"Chennai, Tamil Nadu",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-12T13:25:58.184364,2025-11-12
4fe24cff898b0f0472f902de239a6d75,HR Trainee,IAMT Skill India Pvt Ltd,"Thiruvananthapuram, Kerala",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-12T13:25:58.336896,2025-11-12
776a952f389ac7944a9b12bf50689bae,Marketing Executive Trainee,canberg global sources,"Salt Lake, Kolkata, West Bengal",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-12T13:25:58.693569,2025-11-12
987f9d8c6a0e8bdcd82e9574b355ed38,Customer Champion / Customer Support Trainee,Wheelson Logistics and Solutions Pvt Ltd,"Mogappair, Chennai, Tamil Nadu",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-12T13:25:58.842480,2025-11-12
506f6f876d044cb658664c885d558861,Digital Marketing Trainee,SG Gurukul,"South Tukoganj, Indore, Madhya Pradesh",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-12T13:25:59.005396,2025-11-12
f4469e8b918c88f5188a2a666e027d52,Staff Nurse Trainee,NPrep.in,"Pitampura, Delhi, Delhi",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-12T13:25:59.124185,2025-11-12
396583b4e537f4d840998ee1a0c8275e,Associate Software Engineer - Fresher,PSI India,"Jaipur, Rajasthan",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:25.338472,2025-11-15
ea95cd6188624fb95abc8785cb0f1fbc,Management Trainee -Finance- Freshers with Eng. comm,Guardian management services,"Besant Nagar, Chennai, Tamil Nadu",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:26.014039,2025-11-15
5aac03d23df592a5ddc16e3425290080,Human resource Trainee,Kamaal Zindagi Productions,"Noida, Uttar Pradesh",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:26.095257,2025-11-15
42c5cf1c485c9c10ddcb81968ad21bba,Content Writer Trainee,SQ1 Security Technology Private Limited,"Sholinganallur, Chennai, Tamil Nadu",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:26.185338,2025-11-15
d2abfc7d8928401c18d4a88c17face35,Human resource Trainee,Shipgig Ventures Private Limited,"Noida, Uttar Pradesh",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:26.269669,2025-11-15
ce03c61d4981c4af9a9cb7c99d0613f6,"Hiring Freshers for Marketing and Management Trainee (Thane, Mumbai)",EROS Inc.,"Thane, Maharashtra",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:26.352629,2025-11-15
ea1db623dc332d81042e4fd3d6efa4ea,IT Trainee,VitaSkills Academy,"Thiruvananthapuram, Kerala",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:26.426331,2025-11-15
c2a1b6ac90e36d1d8b1e7518eb08f2a7,Trainee,TRINITY INTERNATIONAL TOURS AND TRAVELS,"Bengaluru, Karnataka",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:26.503951,2025-11-15
2a08dde7dfe25e521ddb089bb5d2385e,Journalism Internship,ITP Media India,"Bandra East, Mumbai, Maharashtra",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:26.582880,2025-11-15
9f523b18738b10b957cf64b266f4ee13,SMO trainee,TraviYo,"Noida, Uttar Pradesh",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:26.661856,2025-11-15
67978c2a98d6e457f75936ddc463b990,Team Member Trainee,DataWorks,"Tirunelveli, Tamil Nadu",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:26.739704,2025-11-15
eea3df9c73b7124403ad57e578d27479,Lead generated Intern,Averlon Enterprise Solutions Pvt Ltd,"Wagle Estate, Thane, Maharashtra",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:26.819842,2025-11-15
56e5dc4f7081d9840526e81ef8e02393,Graphic Designer,Fusion Business Solutions,"Udaipur, Rajasthan",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:26.899627,2025-11-15
bed1583b0782e32440e2423d7dd95c66,Logistics Administrator - Trainee,INDOBAY TRADING CO,"Gandhipuram, Coimbatore, Tamil Nadu",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:26.978502,2025-11-15
1c71fbbd8977e1e0e2c50272db543c81,Accounts Trainee,ORBIT SOLAR ENERGY SYSTEM,"Mehdipatnam, Hyderabad, Telangana",No description available,Not specified,Not disclosed,[],False,0,indeed_scraped,2025-11-15T19:10:27.106935,2025-11-15
08ca378f35aca57ac67b5df0da131325,Trainee Business Analyst - Fresher,D2K Technologies,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-15T19:10:38.957808,2025-11-15
cf2ac94cdce0da244d831bfe6833c8fd,Graduate Engineer Trainee,Imatics,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-15T19:10:39.213753,2025-11-15
